0,0,0,0,0,4.1931207709,0.1241953582,0
1.0262907279,0,4.1142606373,1.8565848456,0,-0.5429289457,-0.0135469897,0
0.3597994619,0,1.4423873499,0.6508859626,0,-0.5503597939,-0.0154126641,0
0,-0.0198984957,0,0,-0.4186657758,0,0,0.2478922242
0.2165519177,0,1.0773532966,0.5001741572,0,-0.3312441552,-0.0092763951,0
0,0.1022936336,0,0,2.1522653861,0,0,-1.2743574579
1.0705022941,0,1.7614104478,0.6352255312,0,-0.5663177753,-0.0141305803,0
1.6954397609,0,3.7770789451,1.5069756547,0,-0.8969225744,-0.0223797256,0
0.4175782556,0,0.9302754799,0.3711604975,0,-0.6387399289,-0.0178877237,0
0.3555066336,0,1.7686578249,0.8211205551,0,-0.1880703357,-0.004692671,0
-0.0567800224,0,-0.1712648352,-0.0735099132,0,0.3144486297,0.0091734114,0
-0.0503506709,0,-0.2504963333,-0.1162959196,0,0.2788427834,0.0081346819,0
-0.0560132372,0,-0.2245494877,-0.1013293062,0,0.3102021619,0.0090495292,0
-0.0520654094,0,-0.105054457,-0.0404636902,0,0.288339031,0.008411716,0
0.1508542188,0,0.6047541478,0.2728989447,0,-0.3817867952,-0.0109356183,0
0.0823736533,0,0.183510968,0.0732170455,0,-0.2909957468,-0.0084155731,0
-0.0202933266,0,-0.1009600031,-0.0468718893,0,0.010735588,0.000267871,0
-0.0429932965,0,-0.1296801152,-0.0556610118,0,0.1518794653,0.0043923417,0
-0.0461598046,0,-0.2296466278,-0.1066161944,0,0.2093358844,0.0060863158,0
-0.0392028949,0,-0.195035761,-0.0905476854,0,0.1384893739,0.0040051013,0
-0.0318543901,0,-0.1584766949,-0.0735747016,0,0.0806181332,0.0023091661,0
-0.0515065948,0,-0.1553586648,-0.066682702,0,0.2335837136,0.0067913069,0
-0.0508748331,0,-0.2039503208,-0.0920338083,0,0.2307186583,0.0067080071,0
-0.0425522235,0,-0.1705861054,-0.0769780056,0,0.1503213171,0.0043472801,0
-0.0343124189,0,-0.1034960983,-0.0444223661,0,0.0868389931,0.0024873518,0
-0.034030897,0,-0.1364252608,-0.061562719,0,0.0861265082,0.0024669439,0
-0.0402346136,0,-0.0811829876,-0.031269147,0,0.1421340557,0.0041105052,0
-0.0475969012,0,-0.0960381695,-0.0369908983,0,0.2158531541,0.0062758015,0
-0.0325322289,0,-0.0656415783,-0.0252830823,0,0.0823336299,0.0023583035,0
-0.0254347831,0,-0.1265389277,-0.0587472111,0,0.0389057891,0.0010895452,0
-0.026977914,0,-0.0813731272,-0.0349267934,0,0.0412662072,0.001155648,0
-0.0268035773,0,-0.1074519142,-0.0484883222,0,0.0409995369,0.00114818,0
-0.0258650971,0,-0.05218904,-0.0201015855,0,0.0395640101,0.0011079785,0
0.1180997193,0,0.5875501973,0.2727772085,0,-0.2988906356,-0.0085612021,0
0.1273361708,0,0.7447006123,0.3517369791,0,-0.194777136,-0.0054546764,0
0.5468587067,0,0.2308387405,0.0281342335,0,-0.2892995259,-0.0072185094,0
0.275211496,0,0.1161716442,0.0141588026,0,-0.4209715641,-0.0117891848,0
0.3650855333,0,0.6007137735,0.2166381642,0,-0.5584455236,-0.0156391025,0
0.1601447433,0,0.3567684044,0.142343146,0,-0.4052995588,-0.0116091005,0
0.0328758272,0,0.0540940695,0.0195081925,0,-0.1820668324,-0.0053114366,0
0.1653361267,0,0.9669358992,0.4567031457,0,-0.0874662184,-0.0021824291,0
-0.0441627919,0,-0.0449579771,-0.0114417564,0,0.2445742149,0.0071349648,0
0,0,0.1894442058,0.0981750444,0,0,0,0
-0.0353467955,0,-0.0359832418,-0.009157696,0,0.1248671965,0.0036111491,0
-0.0409053879,0,-0.041641921,-0.0105978237,0,0.1855069715,0.0053935044,0
-0.0292606125,0,-0.0297874724,-0.0075808794,0,0.0740537159,0.0021211398,0
-0.0237535187,0,-0.0241812191,-0.006154094,0,0.0363340778,0.0010175252,0
0,0,0,0,0,-0.0833519734,-0.0024687885,0
0.0798443405,0,0.3200851554,0.1444403506,0,-0.282060617,-0.0081571699,0
0.080101714,0,0.1317998071,0.0475315692,0,-0.2829698227,-0.008183464,0
0.0497950056,0,0.1109326745,0.0442598215,0,-0.2258216131,-0.0065656285,0
-0.0211552915,0,-0.0848087008,-0.0382704361,0,0.0111915852,0.0002792489,0
-0.0212637457,0,-0.0641375567,-0.02752898,0,0.0112489597,0.0002806804,0
-0.0205663206,0,-0.0414974869,-0.0159835337,0,0.0108800074,0.0002714745,0
0.0854495009,0,0.4997346411,0.2360346563,0,-0.216258394,-0.0061943453,0
0.069623951,0,0.3463815698,0.1608117878,0,-0.2459557493,-0.0071130201,0
0.0488593763,0,0.1958706274,0.0883877981,0,-0.2215785107,-0.0064422628,0
0.1336333936,0,0.056409021,0.0068750356,0,-0.338203767,-0.0096872583,0
0.1517755957,0,0.249732412,0.0900621455,0,-0.3841186459,-0.0110024101,0
0.0489556325,0,0.0805518708,0.0290497907,0,-0.2220150348,-0.0064549545,0
0.0332522398,0,0.0740789133,0.02955594,0,-0.1841514113,-0.00537225,0
0.0319366677,0,0.0134810328,0.0016430454,0,-0.1768657529,-0.0051597055,0
0.0747461675,0,0.0315516804,0.0038454652,0,-0.2640506515,-0.0076363231,0
0.046901799,0,0.0197980796,0.0024129563,0,-0.212700848,-0.0061841501,0
0.056823763,0,0.3323226292,0.1569626179,0,-0.2007374041,-0.0058053092,0
0.0448321833,0,0.2230416657,0.1035497617,0,-0.2033150881,-0.0059112647,0
0.0391530372,0,0.2289788562,0.108151289,0,-0.1775600165,-0.0051624514,0
0.0328323905,0,0.1316206102,0.0593945916,0,-0.1818262791,-0.0053044189,0
0.0281439386,0,0.1645943031,0.0777411781,0,-0.155861561,-0.0045469501,0
0.0309633647,0,0.1540438126,0.071516683,0,-0.1714755858,-0.0050024581,0
-0.0192085794,0,-0.0195544447,-0.004976585,0,0.0101617344,0.0002535524,0
0,0,-1,0,0,0,0,0
0,0,0,-1,0,0,0,0
0,0,0,0,-1,0,0,0
0,0,0,0,0,0,-1,0
0,0,0,0,0,0,0,-1
0,0,0,1,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,1
